name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand,km_per_year,price_category
Maruti Alto K10 VXI,2017.0,320000.0,50000.0,Petrol,Individual,Manual,Second Owner,9.0,Maruti,5555.555555555556,Mid-Range
Tata Indigo CR4,2012.0,135000.0,158000.0,Diesel,Individual,Manual,Third Owner,14.0,Tata,11285.714285714286,Budget
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006.0,400000.0,400000.0,Diesel,Individual,Manual,Third Owner,20.0,Toyota,20000.0,Mid-Range
Maruti Wagon R VXI BS IV,2016.0,400000.0,25000.0,Petrol,None,Manual,First Owner,10.0,Maruti,2500.0,Mid-Range
Hyundai i20 Active 1.2 S,2017.0,570000.0,60000.0,Petrol,Individual,Manual,First Owner,9.0,Hyundai,6666.666666666667,Mid-Range
Maruti Ignis 1.2 Zeta BSIV,2018.0,500000.0,12000.0,Petrol,Individual,Manual,First Owner,8.0,Maruti,1500.0,Mid-Range
Tata Tiago 1.2 Revotron XZ,2018.0,360000.0,4000.0,Petrol,Individual,Manual,First Owner,8.0,Tata,500.0,Mid-Range
Ford Figo Aspire 1.2 Ti-VCT Trend,2017.0,530000.0,10832.0,Petrol,Dealer,Manual,First Owner,9.0,Ford,1203.5555555555557,Mid-Range
Hyundai i10 Era,2009.0,250000.0,50000.0,Petrol,Individual,Manual,First Owner,17.0,Hyundai,2941.176470588235,Mid-Range
Nissan Sunny XL,2016.0,600000.0,19495.0,Petrol,Dealer,Manual,First Owner,10.0,Nissan,1949.5,Mid-Range
Ford Ecosport 1.5 DV5 MT Titanium,2014.0,580000.0,63356.0,Diesel,Dealer,Manual,Second Owner,12.0,Ford,5279.666666666667,Mid-Range
Toyota Fortuner 3.0 Diesel,2012.0,1680000.0,129627.0,Diesel,Dealer,Manual,First Owner,14.0,Toyota,9259.07142857143,Luxury
Chevrolet Spark 1.0 LT,2010.0,180000.0,15000.0,Petrol,Individual,Manual,First Owner,16.0,Chevrolet,937.5,Budget
Tata Tiago 1.2 Revotron XE,2017.0,300000.0,50000.0,Petrol,Individual,Manual,First Owner,9.0,Tata,5555.555555555556,Mid-Range
Chevrolet Beat LS,2011.0,150000.0,60000.0,Petrol,Individual,Manual,Third Owner,15.0,Chevrolet,4000.0,Budget
Hyundai Grand i10 Asta Option,2017.0,495000.0,5000.0,Petrol,Individual,Manual,First Owner,9.0,Hyundai,555.5555555555555,Mid-Range
Maruti Ciaz VXi,2014.0,700000.0,15000.0,Petrol,Individual,Manual,First Owner,12.0,Maruti,1250.0,Luxury
Datsun GO Plus T BSIV,2018.0,400000.0,4400.0,Petrol,Individual,Manual,Second Owner,8.0,Datsun,550.0,Mid-Range
Mahindra Xylo H4,2019.0,599000.0,15000.0,Diesel,Individual,Manual,Third Owner,7.0,Mahindra,2142.8571428571427,Mid-Range
Renault Duster 85PS Diesel RxL Optional,2014.0,421000.0,45000.0,Diesel,None,Manual,First Owner,12.0,Renault,3750.0,Mid-Range
Ford EcoSport 1.5 Diesel Trend BSIV,2018.0,841000.0,1000.0,Diesel,Individual,Manual,First Owner,8.0,Ford,125.0,Luxury
Hyundai i10 Magna 1.1L,2014.0,295000.0,38500.0,Petrol,Individual,Manual,First Owner,12.0,Hyundai,3208.3333333333335,Mid-Range
Hyundai i10 Sportz,2011.0,220000.0,25000.0,Petrol,Individual,Manual,First Owner,15.0,Hyundai,1666.6666666666667,Budget
Ford Classic 1.4 Duratorq LXI,2013.0,250000.0,60000.0,Diesel,Individual,Manual,First Owner,13.0,Ford,4615.384615384615,Mid-Range
Toyota Fortuner 3.0 Diesel,2014.0,1100000.0,60000.0,Diesel,Individual,Manual,Second Owner,12.0,Toyota,5000.0,Luxury
Hyundai Verna 1.6 VTVT,2012.0,300000.0,40000.0,Petrol,Individual,Manual,First Owner,14.0,Hyundai,2857.1428571428573,Mid-Range
Chevrolet Aveo U-VA 1.2,2007.0,80000.0,110000.0,Petrol,Individual,Manual,Second Owner,19.0,Chevrolet,5789.473684210527,Budget
Hyundai EON Magna Plus,2012.0,245000.0,60000.0,Petrol,Dealer,Manual,First Owner,14.0,Hyundai,4285.714285714285,Budget
Ford EcoSport 1.5 TDCi Titanium BSIV,2016.0,650000.0,25061.0,None,Dealer,Manual,First Owner,10.0,Ford,2506.1,Luxury
Ford Ecosport 1.5 Diesel Titanium,2017.0,760000.0,42494.0,Diesel,Dealer,Manual,First Owner,9.0,Ford,4721.555555555556,Luxury
Honda Amaze S i-Dtech,2014.0,395000.0,44875.0,Diesel,Dealer,Manual,First Owner,12.0,Honda,3739.5833333333335,Mid-Range
Ford Figo Diesel EXI,2014.0,280000.0,89741.0,None,Dealer,Manual,Second Owner,12.0,Ford,7478.416666666667,Mid-Range
Honda Jazz 1.5 S i DTEC,2016.0,495000.0,65000.0,Diesel,Dealer,Manual,First Owner,10.0,Honda,6500.0,Mid-Range
Honda Jazz 1.5 VX i DTEC,2016.0,525000.0,35000.0,Diesel,Dealer,Manual,First Owner,10.0,Honda,3500.0,Mid-Range
Toyota Innova 2.5 GX 8 STR BSIV,2009.0,420000.0,347089.0,None,Dealer,Manual,First Owner,17.0,Toyota,20417.0,Mid-Range
Tata New Safari DICOR 2.2 VX 4x2,2010.0,210000.0,34500.0,Diesel,Individual,Manual,First Owner,16.0,Tata,2156.25,Budget
Hyundai i20 Active 1.2 S,2018.0,650000.0,30000.0,Petrol,Individual,Manual,First Owner,8.0,Hyundai,3750.0,Luxury
BMW 3 Series 320d Luxury Line,2018.0,2300000.0,39000.0,Diesel,Individual,Automatic,First Owner,8.0,BMW,4875.0,Luxury
Ford Freestyle Titanium Plus Diesel BSIV,2019.0,525000.0,16000.0,Diesel,Individual,Manual,First Owner,7.0,Ford,2285.714285714286,Mid-Range
Maruti Wagon R LXI CNG,2010.0,195000.0,80000.0,CNG,None,Manual,Second Owner,16.0,Maruti,5000.0,Budget
Maruti Ertiga SHVS VDI,2016.0,650000.0,60000.0,Diesel,Individual,Manual,First Owner,10.0,Maruti,6000.0,Luxury
Mahindra TUV 300 T6 Plus,2014.0,540000.0,110000.0,Diesel,Individual,Manual,First Owner,12.0,Mahindra,9166.666666666666,Mid-Range
Mahindra Bolero Power Plus ZLX,2017.0,750000.0,29000.0,Diesel,None,Manual,First Owner,9.0,Mahindra,3222.222222222222,Luxury
Maruti Ertiga SHVS ZDI Plus,2018.0,980000.0,50000.0,Diesel,Individual,Manual,First Owner,8.0,Maruti,6250.0,Luxury
Fiat Grande Punto EVO 90HP 1.3 Sport,2014.0,250000.0,90000.0,Diesel,Individual,Manual,First Owner,12.0,Fiat,7500.0,Mid-Range
Hyundai Grand i10 1.2 Kappa Sportz AT,2018.0,550000.0,35000.0,Petrol,Individual,Automatic,First Owner,8.0,Hyundai,4375.0,Mid-Range
Volkswagen Vento 1.6 Highline,2015.0,509999.0,43000.0,Petrol,None,Manual,Second Owner,11.0,Volkswagen,3909.090909090909,Mid-Range
Maruti Alto K10 LXI,2017.0,320000.0,50000.0,Petrol,Individual,Manual,First Owner,9.0,Maruti,5555.555555555556,Mid-Range
Hyundai EON D Lite,2016.0,275000.0,25000.0,Petrol,Individual,Manual,First Owner,10.0,Hyundai,2500.0,Mid-Range
Mahindra XUV500 W8 2WD,2013.0,550000.0,222252.0,Diesel,Individual,Manual,First Owner,13.0,Mahindra,17096.30769230769,Mid-Range
Maruti Wagon R VXI Minor,2009.0,145000.0,50000.0,None,Individual,Manual,Second Owner,17.0,Maruti,2941.176470588235,Budget
Fiat Grande Punto Emotion 90Hp,2013.0,250000.0,80000.0,Diesel,Individual,Manual,First Owner,13.0,Fiat,6153.846153846154,Mid-Range
Hyundai Verna 1.6 SX,2012.0,520000.0,35000.0,None,Individual,Manual,First Owner,14.0,Hyundai,2500.0,Mid-Range
Maruti Alto LXi,2007.0,95000.0,85000.0,Petrol,Individual,Manual,Second Owner,19.0,Maruti,4473.684210526316,Budget
Toyota Innova 2.5 V Diesel 7-seater,2011.0,725000.0,110000.0,Diesel,Individual,Manual,Third Owner,15.0,Toyota,7333.333333333333,Luxury
Maruti 800 AC,2006.0,55000.0,60000.0,Petrol,Individual,Manual,Second Owner,20.0,Maruti,3000.0,Budget
Honda City i DTEC VX,2014.0,600000.0,100000.0,None,Individual,Manual,First Owner,12.0,Honda,8333.333333333334,Mid-Range
Volkswagen Vento New Diesel Highline,2013.0,330000.0,120000.0,Diesel,Individual,Manual,Second Owner,13.0,Volkswagen,9230.76923076923,Mid-Range
Hyundai EON Magna Plus,2013.0,250000.0,40000.0,Petrol,Individual,Manual,Second Owner,13.0,Hyundai,3076.923076923077,Mid-Range
Maruti Wagon R VXI BS IV,2017.0,430000.0,17000.0,Petrol,Individual,Manual,First Owner,9.0,Maruti,1888.888888888889,Mid-Range
Maruti Swift VDI,2013.0,400000.0,125000.0,Diesel,Individual,Manual,Second Owner,13.0,Maruti,9615.384615384615,Mid-Range
Maruti Swift Dzire ZXI,2014.0,615000.0,110000.0,Petrol,None,Manual,Second Owner,12.0,Maruti,9166.666666666666,Luxury
Ford Figo Diesel Titanium,2011.0,150000.0,120000.0,Diesel,Individual,Manual,Second Owner,15.0,Ford,8000.0,Budget
Ford Figo Diesel ZXI,2014.0,240000.0,90000.0,Diesel,Individual,Manual,First Owner,12.0,Ford,7500.0,Budget
Hyundai EON LPG Magna Plus,2015.0,240000.0,110000.0,LPG,Individual,Manual,First Owner,11.0,Hyundai,10000.0,Budget
Ford Ecosport 1.5 DV5 MT Titanium,2014.0,600000.0,87000.0,Diesel,Individual,Manual,Second Owner,12.0,Ford,7250.0,Mid-Range
Mahindra Scorpio LX,2014.0,800000.0,15000.0,None,Individual,Manual,First Owner,12.0,Mahindra,1250.0,Luxury
Hyundai EON 1.0 Kappa Magna Plus,2015.0,160000.0,70000.0,Petrol,None,Manual,First Owner,11.0,Hyundai,6363.636363636364,Budget
Ford Fiesta Classic 1.6 Duratec CLXI,2012.0,350000.0,38000.0,Petrol,Individual,Manual,First Owner,14.0,Ford,2714.285714285714,Mid-Range
Honda City 1.5 V MT,2011.0,300000.0,64000.0,Petrol,Individual,Manual,Second Owner,15.0,Honda,4266.666666666667,Mid-Range
Tata Sumo Gold EX BSIII,2015.0,399000.0,55250.0,Diesel,Individual,Manual,First Owner,11.0,Tata,5022.727272727273,Mid-Range
Mahindra Bolero DI,2011.0,300000.0,110000.0,Diesel,Individual,Manual,First Owner,15.0,Mahindra,7333.333333333333,Mid-Range
Maruti A-Star AT VXI,2012.0,150000.0,70000.0,Petrol,Individual,Automatic,First Owner,14.0,Maruti,5000.0,Budget
Chevrolet Cruze LTZ,2010.0,320000.0,60000.0,Diesel,Individual,Manual,Third Owner,16.0,Chevrolet,3750.0,Mid-Range
Tata Hexa XM,2018.0,1280000.0,17000.0,Diesel,Individual,Manual,First Owner,8.0,Tata,2125.0,Luxury
Renault KWID 1.0 RXT Optional,2014.0,300000.0,13000.0,Petrol,Individual,Manual,Second Owner,12.0,Renault,1083.3333333333333,Mid-Range
Nissan Terrano XL Plus ICC WT20 SE,2016.0,1000000.0,60000.0,Diesel,Individual,Manual,First Owner,10.0,Nissan,6000.0,Luxury
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012.0,450000.0,97000.0,Diesel,Individual,Manual,Second Owner,14.0,Tata,6928.571428571428,Mid-Range
Tata Indica GLS BS IV,2007.0,60000.0,130000.0,Petrol,Individual,Manual,Second Owner,19.0,Tata,6842.105263157895,Budget
Maruti Swift Dzire ZXI,2013.0,500000.0,50000.0,Petrol,Individual,Manual,First Owner,13.0,Maruti,3846.153846153846,Mid-Range
Tata Indigo CR4,2012.0,200000.0,120000.0,Diesel,Individual,Manual,Second Owner,14.0,Tata,8571.42857142857,Budget
Ford Ecosport 1.5 DV5 MT Titanium,2015.0,650000.0,68000.0,Diesel,Individual,Manual,First Owner,11.0,Ford,6181.818181818182,Luxury
Maruti Alto LXi,2006.0,60000.0,60000.0,None,Individual,Manual,Second Owner,20.0,Maruti,3000.0,Budget
Hyundai Accent Executive CNG,2012.0,185000.0,67000.0,CNG,Dealer,Manual,Second Owner,14.0,Hyundai,4785.714285714285,Budget
Maruti Alto K10 VXI,2015.0,155000.0,60000.0,Petrol,Individual,Manual,First Owner,11.0,Maruti,5454.545454545455,Budget
Maruti Swift VXI,2019.0,600000.0,5000.0,Petrol,Individual,Manual,First Owner,7.0,Maruti,714.2857142857143,Mid-Range
Renault KWID RXE,2016.0,300000.0,20000.0,Petrol,Individual,Manual,First Owner,10.0,Renault,2000.0,Mid-Range
Hyundai Creta 1.6 E Plus,2018.0,850000.0,12500.0,Petrol,Individual,Manual,First Owner,8.0,Hyundai,1562.5,Luxury
Maruti Eeco CNG 5 Seater AC BSIV,2019.0,470000.0,60000.0,CNG,Individual,Manual,First Owner,7.0,Maruti,8571.42857142857,Mid-Range
Ford Figo 1.2P Titanium MT,2019.0,600000.0,25000.0,None,None,Manual,First Owner,7.0,Ford,3571.4285714285716,Mid-Range
Toyota Innova 2.5 G (Diesel) 7 Seater,2013.0,700000.0,70000.0,Diesel,Individual,Manual,Second Owner,13.0,Toyota,5384.615384615385,Luxury
Maruti Wagon R LXI DUO BSIII,2007.0,70000.0,162000.0,LPG,Individual,Manual,First Owner,19.0,Maruti,8526.315789473685,Budget
Audi A6 2.8 FSI,2008.0,650000.0,70000.0,Petrol,Individual,Automatic,Third Owner,18.0,Audi,3888.8888888888887,Luxury
Hyundai Xcent 1.2 CRDi S,2018.0,450000.0,70000.0,Diesel,Individual,Manual,Second Owner,8.0,Hyundai,8750.0,Mid-Range
Mahindra XUV500 W8 2WD,2014.0,750000.0,100000.0,Diesel,Individual,Manual,Second Owner,12.0,Mahindra,8333.333333333334,Luxury
Toyota Innova 2.5 G (Diesel) 7 Seater,2013.0,775000.0,70000.0,Diesel,Individual,Manual,Second Owner,13.0,Toyota,5384.615384615385,Luxury
Hyundai Santa Fe 4X4,2011.0,800000.0,220000.0,Diesel,Individual,Manual,First Owner,15.0,Hyundai,14666.666666666666,Luxury
Honda Amaze E i-Vtech,2015.0,360000.0,80000.0,Petrol,Individual,Manual,Second Owner,11.0,Honda,7272.727272727273,Mid-Range
Toyota Corolla Altis Diesel D4DG,2010.0,250000.0,120000.0,Diesel,Individual,Manual,First Owner,16.0,Toyota,7500.0,Mid-Range
Jeep Compass 2.0 Longitude Option BSIV,2017.0,1490000.0,22038.0,Diesel,Individual,Manual,First Owner,9.0,Jeep,2448.6666666666665,Luxury
Maruti Alto LX,2010.0,120000.0,90000.0,Petrol,Individual,Manual,First Owner,16.0,Maruti,5625.0,Budget
Tata New Safari DICOR 2.2 EX 4x2,2012.0,320000.0,140000.0,Diesel,Individual,Manual,Second Owner,14.0,Tata,10000.0,Mid-Range
Maruti Swift Dzire ZDI,2014.0,302000.0,60000.0,Diesel,Individual,Manual,First Owner,12.0,Maruti,5000.0,Mid-Range
Chevrolet Beat Diesel LT,2011.0,130000.0,80000.0,Diesel,Individual,Manual,Second Owner,15.0,Chevrolet,5333.333333333333,Budget
Maruti Swift Dzire LXI Option,2014.0,150000.0,60000.0,Petrol,Individual,Manual,Second Owner,12.0,Maruti,5000.0,Budget
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012.0,200000.0,90000.0,Diesel,Individual,Manual,Second Owner,14.0,Tata,6428.571428571428,Budget
Toyota Innova 2.5 G1 BSIV,2012.0,950000.0,80000.0,None,Individual,Manual,First Owner,14.0,Toyota,5714.285714285715,Luxury
Maruti Swift Vdi BSIII,2008.0,120000.0,175000.0,None,Individual,Manual,First Owner,18.0,Maruti,9722.222222222223,Budget
Mahindra XUV500 W7 BSIV,2019.0,1400000.0,10000.0,Diesel,Individual,Manual,First Owner,7.0,Mahindra,1428.5714285714287,Luxury
Hyundai i20 1.2 Asta Option,2017.0,620000.0,65000.0,Petrol,Individual,Manual,First Owner,9.0,Hyundai,7222.222222222223,Luxury
Maruti Alto LXi,2007.0,100000.0,70000.0,Petrol,Individual,Manual,First Owner,19.0,Maruti,3684.2105263157896,Budget
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2014.0,600000.0,2500.0,Petrol,Individual,Manual,First Owner,12.0,Hyundai,208.33333333333334,Mid-Range
Honda Amaze VX i-DTEC,2016.0,700000.0,35000.0,Diesel,Individual,Manual,First Owner,10.0,Honda,3500.0,Luxury
Nissan Terrano XL Plus 85 PS,2015.0,530000.0,55000.0,Diesel,Dealer,Manual,First Owner,11.0,Nissan,5000.0,Mid-Range
Chevrolet Enjoy TCDi LT 7 Seater,2014.0,325000.0,60000.0,Diesel,Dealer,Manual,First Owner,12.0,Chevrolet,5000.0,Mid-Range
Renault Scala Diesel RxL,2015.0,370000.0,60000.0,Diesel,Dealer,Manual,First Owner,11.0,Renault,5454.545454545455,Mid-Range
Skoda Rapid 1.5 TDI Ambition,2014.0,360000.0,70000.0,Diesel,Individual,Manual,First Owner,12.0,Skoda,5833.333333333333,Mid-Range
Skoda Superb LK 1.8 TSI AT,2012.0,650000.0,60000.0,Petrol,Dealer,Automatic,First Owner,14.0,Skoda,4285.714285714285,Luxury
Ford Fiesta 1.5 TDCi Titanium,2012.0,199000.0,92000.0,Diesel,Dealer,Manual,Third Owner,14.0,Ford,6571.428571428572,Budget
Mahindra Quanto C6,2014.0,285000.0,89126.0,None,Individual,Manual,First Owner,12.0,Mahindra,7427.166666666667,Mid-Range
Volkswagen Jetta 1.9 TDI Comfortline DSG,2009.0,260000.0,134000.0,Diesel,Individual,Automatic,First Owner,17.0,Volkswagen,7882.35294117647,Mid-Range
Maruti Ciaz 1.4 AT Zeta,2019.0,869999.0,60000.0,Petrol,Dealer,Automatic,First Owner,7.0,Maruti,8571.42857142857,Luxury
Hyundai Grand i10 1.2 CRDi Magna,2016.0,425000.0,42500.0,Diesel,Dealer,Manual,First Owner,10.0,Hyundai,4250.0,Mid-Range
Chevrolet Cruze LTZ AT,2012.0,490000.0,42000.0,Diesel,Dealer,Automatic,First Owner,14.0,Chevrolet,3000.0,Mid-Range
Honda City 1.5 EXI,2004.0,125000.0,110000.0,None,Individual,Manual,Third Owner,22.0,Honda,5000.0,Budget
Fiat Linea 1.3 Emotion,2014.0,221000.0,131365.0,Diesel,Individual,Manual,First Owner,12.0,Fiat,10947.083333333334,Budget
Volkswagen Vento 1.5 TDI Highline AT,2016.0,724000.0,48980.0,Diesel,Dealer,Automatic,First Owner,10.0,Volkswagen,4898.0,Luxury
Honda Amaze VX AT i-Vtech,2014.0,440000.0,46000.0,Petrol,None,Automatic,First Owner,12.0,Honda,3833.3333333333335,Mid-Range
Chevrolet Spark 1.0 LS,2014.0,70000.0,60000.0,Petrol,Individual,Manual,Third Owner,12.0,Chevrolet,5000.0,Budget
Maruti Baleno Delta Diesel,2015.0,511000.0,58000.0,None,Dealer,Manual,First Owner,11.0,Maruti,5272.727272727273,Mid-Range
Maruti S-Cross Alpha DDiS 200 SH,2016.0,790000.0,22000.0,Diesel,Dealer,Manual,First Owner,10.0,Maruti,2200.0,Luxury
Hyundai i20 1.2 Asta Option,2017.0,640000.0,37000.0,Petrol,Individual,Manual,First Owner,9.0,Hyundai,4111.111111111111,Luxury
Hyundai Santro Xing GLS,2009.0,120000.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,17.0,Hyundai,4117.64705882353,Budget
Chevrolet Beat Diesel LT,2012.0,126000.0,60000.0,Diesel,Individual,Manual,First Owner,14.0,Chevrolet,4285.714285714285,Budget
Chevrolet Beat Diesel LT,2012.0,120000.0,125000.0,Diesel,Individual,Manual,First Owner,14.0,Chevrolet,8928.57142857143,Budget
Mahindra TUV 300 T4 Plus,2017.0,650000.0,60000.0,Diesel,Individual,Manual,First Owner,9.0,Mahindra,6666.666666666667,Luxury
Hyundai Grand i10 Asta,2014.0,450000.0,80000.0,Petrol,Individual,Manual,Second Owner,12.0,Hyundai,6666.666666666667,Mid-Range
Maruti Zen Estilo LXI Green (CNG),2010.0,110000.0,80000.0,CNG,Individual,Manual,Fourth & Above Owner,16.0,Maruti,5000.0,Budget
Mahindra Bolero Power Plus Plus AC BSIV PS,2017.0,600000.0,40000.0,Diesel,Individual,Manual,First Owner,9.0,Mahindra,4444.444444444444,Mid-Range
Mahindra XUV500 W8 4WD,2012.0,620000.0,60000.0,Diesel,Individual,Manual,Second Owner,14.0,Mahindra,4285.714285714285,Luxury
Ford Ecosport 1.5 DV5 MT Titanium,2014.0,600000.0,30000.0,Diesel,Individual,Manual,First Owner,12.0,Ford,2500.0,Mid-Range
Mahindra Bolero Power Plus ZLX,2018.0,795000.0,35000.0,Diesel,Individual,Manual,First Owner,8.0,Mahindra,4375.0,Luxury
Audi A4 3.0 TDI Quattro,2014.0,1580000.0,86000.0,Diesel,Dealer,Automatic,First Owner,12.0,Audi,7166.666666666667,Luxury
Audi Q3 2.0 TDI Quattro Premium Plus,2015.0,1750000.0,127643.0,Diesel,Dealer,Automatic,First Owner,11.0,Audi,11603.90909090909,Luxury
Mahindra Xylo D4,2014.0,350000.0,145000.0,Diesel,Individual,Manual,First Owner,12.0,Mahindra,12083.333333333334,Mid-Range
Audi A6 2.0 TDI  Design Edition,2014.0,1750000.0,102354.0,Diesel,Dealer,Automatic,First Owner,12.0,Audi,8529.5,Luxury
Nissan Sunny XL D,2018.0,500000.0,70000.0,Diesel,Individual,Manual,First Owner,8.0,Nissan,8750.0,Mid-Range
Audi Q3 35 TDI Quattro Technology,2017.0,2575000.0,36000.0,Diesel,Dealer,Automatic,First Owner,9.0,Audi,4000.0,Luxury
Tata Indigo CR4,2013.0,220000.0,100000.0,Diesel,Individual,Manual,First Owner,13.0,Tata,7692.307692307692,Budget
Audi Q5 2.0 TFSI Quattro Premium Plus,2014.0,1850000.0,62237.0,Petrol,Dealer,Automatic,First Owner,12.0,Audi,5186.416666666667,Luxury
Hyundai Santro Xing XL eRLX Euro III,2005.0,114999.0,90000.0,Petrol,Dealer,Manual,Second Owner,21.0,Hyundai,4285.714285714285,Budget
Maruti 800 AC,1999.0,50000.0,100000.0,Petrol,Individual,Manual,Second Owner,27.0,Maruti,3703.703703703704,Budget
Honda Jazz Select Edition,2017.0,585000.0,14000.0,Petrol,Dealer,Manual,First Owner,9.0,Honda,1555.5555555555557,Mid-Range
Ford EcoSport 1.5 TDCi Titanium BSIV,2018.0,950000.0,21394.0,Diesel,Dealer,Manual,First Owner,8.0,Ford,2674.25,Luxury
Maruti Swift Dzire AMT VXI,2014.0,625000.0,13800.0,Petrol,Individual,Automatic,First Owner,12.0,Maruti,1150.0,Luxury
Hyundai Creta 1.6 SX Automatic,2017.0,1035000.0,23000.0,Petrol,Dealer,Automatic,First Owner,9.0,Hyundai,2555.5555555555557,Luxury
Datsun GO T Petrol,2015.0,310000.0,32686.0,Petrol,Dealer,Manual,First Owner,11.0,Datsun,2971.4545454545455,Mid-Range
Mahindra Xylo D4,2017.0,600000.0,99700.0,Diesel,Individual,Manual,First Owner,9.0,Mahindra,11077.777777777777,Mid-Range
Toyota Fortuner 2.8 4WD AT BSIV,2019.0,3100000.0,5000.0,Diesel,Individual,Automatic,First Owner,7.0,Toyota,714.2857142857143,Luxury
Honda City i-DTEC SV,2014.0,650000.0,49654.0,Diesel,Dealer,Manual,First Owner,12.0,Honda,4137.833333333333,Luxury
Hyundai Grand i10 Asta,2016.0,550000.0,45457.0,Petrol,Dealer,Manual,First Owner,10.0,Hyundai,4545.7,Mid-Range
Hyundai Creta 1.6 CRDi SX,2017.0,1260000.0,39221.0,Diesel,Dealer,Manual,First Owner,9.0,Hyundai,4357.888888888889,Luxury
Hyundai i20 Sportz 1.2,2014.0,660000.0,48220.0,Petrol,Dealer,Manual,First Owner,12.0,Hyundai,4018.3333333333335,Luxury
Hyundai i20 Sportz 1.2,2017.0,700000.0,11114.0,Petrol,Dealer,Manual,First Owner,9.0,Hyundai,1234.888888888889,Luxury
Hyundai Getz 1.5 CRDi GVS,2008.0,235000.0,60208.0,Diesel,Dealer,Manual,First Owner,18.0,Hyundai,3344.8888888888887,Budget
Volkswagen Vento 1.5 TDI Highline,2013.0,475000.0,80000.0,Diesel,Dealer,Manual,First Owner,13.0,Volkswagen,6153.846153846154,Mid-Range
Mercedes-Benz E-Class 280 CDI Elegance,2008.0,795000.0,98600.0,Diesel,Dealer,Automatic,First Owner,18.0,Mercedes-Benz,5477.777777777777,Luxury
Audi RS7 2015-2019 Sportback Performance,2014.0,8900000.0,60000.0,Petrol,Dealer,Automatic,First Owner,12.0,Audi,5000.0,Luxury
Audi Q5 3.0 TDI Quattro Technology,2015.0,3200000.0,30000.0,Diesel,Dealer,Automatic,First Owner,11.0,Audi,2727.2727272727275,Luxury
Land Rover Range Rover 4.4 Diesel LWB Vogue SE,2010.0,4200000.0,100000.0,Diesel,Dealer,Automatic,First Owner,16.0,Land,6250.0,Luxury
Honda City VX CVT,2015.0,850000.0,60000.0,Petrol,Dealer,Automatic,First Owner,11.0,Honda,5454.545454545455,Luxury
Mahindra Xylo D4,2017.0,585000.0,85441.0,None,None,Manual,First Owner,9.0,Mahindra,9493.444444444445,Mid-Range
Mahindra Verito 1.5 D4 BSIV,2015.0,380000.0,64541.0,Diesel,Dealer,Manual,First Owner,11.0,Mahindra,5867.363636363636,Mid-Range
Maruti Swift Dzire VDI,2019.0,650000.0,35000.0,Diesel,Individual,Manual,First Owner,7.0,Maruti,5000.0,Luxury
Maruti Swift ZXI Plus,2018.0,600000.0,30000.0,Petrol,Individual,Manual,First Owner,8.0,Maruti,3750.0,Mid-Range
Nissan Micra Active XV,2017.0,434999.0,16267.0,Petrol,Dealer,Manual,First Owner,9.0,Nissan,1807.4444444444443,Mid-Range
Volkswagen Vento 1.5 TDI Highline,2013.0,525000.0,71500.0,None,Dealer,Manual,First Owner,13.0,Volkswagen,5500.0,Mid-Range
BMW 5 Series 520d Luxury Line,2019.0,4800000.0,12999.0,Diesel,Dealer,Automatic,First Owner,7.0,BMW,1857.0,Luxury
Chevrolet Aveo U-VA 1.2 LS,2008.0,160000.0,80000.0,Petrol,Individual,Manual,First Owner,18.0,Chevrolet,4444.444444444444,Budget
Maruti Zen Estilo 1.1 LXI BSIII,2007.0,160000.0,90000.0,Petrol,Individual,Manual,Second Owner,19.0,Maruti,4736.8421052631575,Budget
Chevrolet Spark 1.0 LT,2012.0,125000.0,28000.0,Petrol,Individual,Manual,First Owner,14.0,Chevrolet,2000.0,Budget
Hyundai Creta 1.6 VTVT S,2017.0,900000.0,14700.0,Petrol,Individual,Manual,First Owner,9.0,Hyundai,1633.3333333333333,Luxury
Maruti Alto LX,2000.0,61000.0,60000.0,Petrol,Individual,Manual,Second Owner,26.0,Maruti,2307.6923076923076,Budget
Maruti Wagon R LXI BS IV,2017.0,400000.0,50000.0,Petrol,Individual,Manual,First Owner,9.0,Maruti,5555.555555555556,Mid-Range
Hyundai Santro Xing XS,2009.0,150000.0,100000.0,None,Individual,Manual,Second Owner,17.0,Hyundai,5882.35294117647,Budget
Volkswagen Polo GT 1.0 TSI,2019.0,950000.0,24000.0,Petrol,Individual,Automatic,First Owner,7.0,Volkswagen,3428.5714285714284,Luxury
Tata Indigo CR4,2013.0,220000.0,100000.0,Diesel,Individual,Manual,First Owner,13.0,Tata,7692.307692307692,Budget
Hyundai Getz GLX,2007.0,110000.0,60000.0,Petrol,Individual,Manual,First Owner,19.0,Hyundai,3157.8947368421054,Budget
Tata Bolt Revotron XM,2015.0,375000.0,30000.0,Petrol,Individual,Manual,First Owner,11.0,Tata,2727.2727272727275,Mid-Range
Hyundai i20 Magna 1.4 CRDi (Diesel),2012.0,310000.0,92686.0,Diesel,Dealer,Manual,Second Owner,14.0,Hyundai,6620.428571428572,Mid-Range
